Source des données,N° page,Type de centre, Acte, catégorie d’actes, Finalité, Base légale, Dossier, Coût, Quittance/Reçu/Timbre, Délai de délivrance, Validité
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],"Examens spécifiques (Lavement baryté, TOGD, UIV, UCR)/ ECHO",EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,20 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Abdo/pelvienne,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,15 200 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Abdominale,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,8 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],"Echographie/Autres régions (thyroïde, partie molle)",EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,8 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Cardiaque,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,15 200 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Pelvienne,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,"8,000",Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Mammaire,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,15 200 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Parties molles,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,8 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,22,[CHUP-CDG],Echographie/Echographie Transfontanellaire,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,"8,000",Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,23,[CHUP-CDG],Divers et autres/Scanner,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,35 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,23,[CHUP-CDG],Divers et autres/ECG,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,4 800 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,23,[CHUP-CDG],Divers et autres/EEG,EXAMENS D'IMAGERIE MÉDICALE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,6 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
GUIDE PRATIQUE DES ACTES DE SANTÉ DÉLIVRÉS AUX CITOYENS AU NIVEAU DU CENTRE HOSPITALIER UNIVERSITAIRE PÉDIATRIQUE CHARLES DE GAULLE,24,[CHUP-CDG],Bactériologie – Parasitologie/Coproculture,SERVICE DE LABORATOIRE,Examen complémentaire en vue de poser un diagnostic,"(1) KITTI AN_VIII - 0202/ FP/SAN_AS du 8 Février 1991 portant Base Générale de Tarification des Actes de professionnels de la Santé et des hospitalisations dans les Formations Sanitaires et Etablissements Hospitaliers publics du Burkina Faso. (2) Loi n°23/94/ADP du 19 mai 1994, portant code de la santé publique. (3) Note du SG de la santé 17 Février 2003 portant harmonisation des tarifs et actes médicaux. (4) Décret n°2010- 102/PRES/PM/MS du 12 mars 2010 portant base générale de la tarification des actes des professionnels de la santé des hospitalisations dans les établissements publics de santé hospitaliers du Burkina Faso. (5) Arrêté Conjoint n° 2017/MS/MFPTPS/MCIA/MINEFID portant tarification des actes des professionnels de la santé et des hospitalisations dans les formations sanitaires et établissements hospitaliers publics du Burkina.",Bulletin d’examen,5 000 F,Quittance,"Immédiat et en fonction du nombre de patients et selon 
l’urgence", Pour un acte
